,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,movie_category
1107,Frank Oz,25.0,96.0,0.0,563.0,Vincent Kartheiser,1000.0,35617599.0,Family,Steve Coogan,20688,2965,David Keith,1.0,best friend|birthday|boy|friend|magic,47.0,English,USA,PG,45000000.0,1995.0,845.0,5.9,1.85,0,average
1108,Oliver Stone,339.0,141.0,0.0,404.0,Shea Whigham,749.0,47307550.0,Drama,Demián Bichir,104301,1948,Gary Stretch,4.0,arms tied overhead|damsel in distress|dea|marijuana|southern california,269.0,English,USA,R,45000000.0,2012.0,463.0,6.5,2.35,28000,average
1109,David R. Ellis,127.0,94.0,160.0,167.0,Valerie Cruz,550.0,32003620.0,Action,Richard Burgi,79141,1102,Will Beinbrink,1.0,cell phone|distress signal|family in danger|police|stealing a car,355.0,English,USA,PG-13,25000000.0,2004.0,216.0,6.5,2.35,2000,average
1110,Peter Howitt,122.0,87.0,29.0,252.0,Natalie Imbruglia,427.0,27972410.0,Comedy,Kevin McNally,114692,1461,Ben Miller,1.0,british|crown jewels|explosion|funeral|spy,285.0,English,UK,PG,35000000.0,2003.0,304.0,6.1,1.85,2000,average
1111,John A. Davis,105.0,88.0,8.0,8000.0,Meryl Streep,12000.0,28133159.0,Animation,Nicolas Cage,30055,33822,Julia Roberts,1.0,ant|miniaturization|punishment|shrinking|sudden change in size,70.0,English,USA,PG,50000000.0,2006.0,11000.0,5.9,1.85,593,average
1112,David Lynch,144.0,177.0,0.0,202.0,Jürgen Prochnow,913.0,27400000.0,Adventure,Virginia Madsen,97087,2449,José Ferrer,3.0,desert planet|dune|giant worm|space travel|spice,569.0,English,USA,PG-13,40000000.0,1984.0,362.0,6.6,2.35,11000,hit
1113,Julie Taymor,156.0,133.0,278.0,107.0,T.V. Carpio,5000.0,24343673.0,Music,Jim Sturgess,91860,5405,Robert Clohessy,0.0,anti war|liverpool|love|protest|song,524.0,English,USA,PG-13,45000000.0,2007.0,117.0,7.4,2.35,14000,hit
1114,Sam Mendes,323.0,119.0,0.0,10000.0,Kate Winslet,29000.0,22877808.0,Romance,Leonardo DiCaprio,152591,53895,Joe Komara,0.0,based on novel|children|connecticut|suburb|work,414.0,English,USA,R,35000000.0,2008.0,14000.0,7.3,2.35,0,hit
1115,Richard Donner,199.0,102.0,503.0,795.0,David Zayas,13000.0,36883539.0,Drama,Bruce Willis,112769,15053,Sasha Roiz,2.0,alcoholic|courthouse|detective|jail|witness,305.0,English,Germany,PG-13,52000000.0,2006.0,929.0,6.6,2.35,0,hit
1116,Mathieu Kassovitz,164.0,101.0,326.0,510.0,Charlotte Rampling,14000.0,22531698.0,Adventure,Vin Diesel,81523,15990,David Belle,0.0,box office flop|convent|mercenary|new york|pregnant,214.0,English,France,PG-13,70000000.0,2008.0,844.0,5.6,2.35,0,average
1117,John Gray,39.0,91.0,29.0,322.0,Bob Gunton,2000.0,20400913.0,Comedy,Alexa PenaVega,15455,3855,Keenen Ivory Wayans,1.0,detective|heavy rain|murder|partner|serial killer,80.0,English,USA,R,45000000.0,1996.0,461.0,5.3,1.85,451,average
1118,Harold Ramis,43.0,117.0,11000.0,451.0,Brian Doyle-Murray,905.0,20101861.0,Romance,John de Lancie,24757,2348,Obba Babatundé,0.0,clone|cloning|construction|same actor playing two characters simultaneously on screen|year 1996,81.0,English,USA,PG-13,45000000.0,1996.0,484.0,6.0,2.35,0,average
1119,John Schultz,82.0,86.0,13.0,553.0,Carter Jenkins,1000.0,25200412.0,Family,Malese Jow,16580,3423,Tim Meadows,3.0,alien|attic|boyfriend|mind control|nintendo ds,55.0,English,USA,PG,45000000.0,2009.0,701.0,5.4,1.85,916,average
1120,Sean Penn,150.0,124.0,0.0,19.0,Adrien Dorval,723.0,19719930.0,Drama,Costas Mandylor,42621,793,Nels Lennarson,0.0,nevada|pledge|police|porcupine|search,531.0,English,USA,R,45000000.0,2001.0,44.0,6.8,2.35,0,hit
1121,Susan Stroman,168.0,134.0,38.0,2000.0,Will Ferrell,11000.0,19377727.0,Music,Jon Lovitz,35140,24351,Matthew Broderick,3.0,accountant|money|opening night|scheme|swedish,409.0,English,USA,PG-13,45000000.0,2005.0,8000.0,6.4,2.35,0,average
1122,Pete Travis,432.0,95.0,38.0,20.0,Jason Cope,409.0,13401683.0,Sci-Fi,Wood Harris,203461,578,Rakie Ayola,0.0,brutality|dark humor|female antagonist|female warrior|post apocalypse,588.0,English,UK,R,35000000.0,2012.0,107.0,7.1,2.35,46000,hit
1123,Simon Wincer,60.0,100.0,23.0,579.0,Treat Williams,1000.0,17300889.0,Comedy,Cary-Hiroyuki Tagawa,27648,3855,Kristy Swanson,0.0,ghost|new york city|phantom|skull|superhero,148.0,English,Australia,PG,45000000.0,1996.0,642.0,4.9,2.35,0,average
1124,Billy Bob Thornton,85.0,220.0,0.0,820.0,Henry Thomas,13000.0,15527125.0,Romance,Matt Damon,11388,15006,Sam Shepard,2.0,1940s|cowboy|mexico|railway station|texas,183.0,English,USA,PG-13,57000000.0,2000.0,861.0,5.8,2.35,652,average
1125,Oliver Stone,83.0,212.0,0.0,805.0,Bob Hoskins,12000.0,13560960.0,Biography,Anthony Hopkins,23996,21130,Joan Allen,0.0,courtship|election|paranoia|president|quaker,161.0,English,USA,R,50000000.0,1995.0,5000.0,7.1,2.35,915,hit
1126,Roman Polanski,343.0,128.0,2000.0,501.0,Olivia Williams,854.0,15523168.0,Mystery,Jim Belushi,132423,2507,Timothy Hutton,2.0,british prime minister|death|island|memoir|writer,349.0,English,France,PG-13,45000000.0,2010.0,766.0,7.2,2.35,15000,hit
1127,Stephen Sommers,106.0,106.0,208.0,855.0,Jason Flemyng,3000.0,11146409.0,Adventure,Djimon Hounsou,26551,6558,Wes Studi,0.0,creature feature|hijacker|ocean|ship|shot in the leg,273.0,English,USA,R,45000000.0,1998.0,1000.0,6.0,2.35,0,average
1128,Spike Lee,158.0,160.0,0.0,826.0,Omari Hardwick,23000.0,7916887.0,Drama,Joseph Gordon-Levitt,15697,26982,Laz Alonso,0.0,boy|german soldier|partisan|trapped|village,182.0,English,USA,R,45000000.0,2008.0,1000.0,6.0,2.35,0,average
1129,Yimou Zhang,189.0,114.0,611.0,10.0,Ye Liu,879.0,6565495.0,Romance,Li Gong,36455,949,Man Li,2.0,china|chrysanthemum|emperor|empress|prince,229.0,Mandarin,China,R,45000000.0,2006.0,52.0,7.0,2.35,0,hit
1130,Danny Pang,125.0,99.0,15.0,61.0,Charlie Yeung,12000.0,15279680.0,Action,Nicolas Cage,48245,12166,James With,1.0,deaf|hitman|nightclub|pickpocket|rules of profession,154.0,English,USA,R,40000000.0,2008.0,68.0,5.4,1.85,0,average
1131,Barry Sonnenfeld,87.0,74.0,188.0,865.0,Janeane Garofalo,11000.0,7262288.0,Comedy,Zooey Deschanel,17307,13917,Omar Epps,2.0,airport|fbi agent|person in a car trunk|suitcase|suitcase bomb,186.0,English,USA,PG-13,40000000.0,2002.0,1000.0,6.5,1.85,892,average
1132,Mike Newell,115.0,139.0,179.0,50.0,Giovanna Mezzogiorno,267.0,4584886.0,Romance,Marcela Mar,19114,538,Unax Ugalde,0.0,19th century|colombia|love|marriage|widow,115.0,English,USA,R,45000000.0,2007.0,202.0,6.4,2.35,0,average
1134,George P. Cosmatos,24.0,103.0,170.0,269.0,Ben Gazzara,849.0,2154540.0,Action,Sam Waterston,3803,2457,Nicholas Turturro,2.0,american president|assassin|conspiracy|president|white house,41.0,English,USA,R,45000000.0,1997.0,623.0,4.9,2.35,68,average
1135,Oliver Parker,152.0,101.0,32.0,104.0,Tim McInnerny,219.0,8129455.0,Comedy,Daniel Kaluuya,89568,661,Togo Igawa,1.0,assassin|chinese|conspiracy|gadget|premier,142.0,English,USA,PG,45000000.0,2011.0,141.0,6.3,2.35,17000,average
1137,Ben Affleck,656.0,130.0,0.0,650.0,Scoot McNairy,1000.0,136019448.0,Biography,Clea DuVall,452465,3133,Tate Donovan,1.0,1970s|cia|f word|u.s. embassy|year 1979,695.0,English,USA,R,44500000.0,2012.0,660.0,7.7,2.35,89000,hit
1138,Andrew Davis,119.0,130.0,99.0,812.0,Daniel Roebuck,11000.0,183875760.0,Adventure,Harrison Ford,213668,13357,Sela Ward,1.0,hospital|on the run|one armed man|surgeon|u.s. marshal,270.0,English,USA,PG-13,44000000.0,1993.0,1000.0,7.8,1.85,0,hit
1139,Andy Tennant,161.0,110.0,72.0,789.0,Dorian Missick,18000.0,67061228.0,Romance,Gerard Butler,96565,21554,Peter Greene,1.0,bounty hunter|death|murder|police officer|reporter,135.0,English,USA,PG-13,40000000.0,2010.0,1000.0,5.5,2.35,0,average
1140,Barry Levinson,73.0,147.0,272.0,893.0,Brad Pitt,22000.0,53300852.0,Drama,Robert De Niro,154487,37076,Minnie Driver,3.0,boy|guard|kicked in the crotch|prank|sexual abuse,259.0,English,USA,R,44000000.0,1996.0,11000.0,7.5,2.35,0,hit
1141,George P. Cosmatos,96.0,96.0,170.0,668.0,Julia Nickson,13000.0,150415432.0,Adventure,Sylvester Stallone,117606,15662,Martin Kove,0.0,1980s|mission|prison|rambo|vietnam,217.0,English,USA,R,44000000.0,1985.0,738.0,6.4,2.35,0,average
1142,Brian Gibson,28.0,118.0,13.0,643.0,Demi Moore,23000.0,44834712.0,Drama,Joseph Gordon-Levitt,13995,26907,Anne Heche,1.0,breasts|mafia|sex scene|temple|woods,62.0,English,USA,R,44000000.0,1996.0,2000.0,5.6,2.35,353,average
1143,Norman Ferguson,105.0,88.0,3.0,40.0,Dickie Jones,1000.0,84300000.0,Music,Mel Blanc,90360,1178,Cliff Edwards,0.0,boy|conscience|fairy|jiminy cricket|pinocchio,147.0,English,USA,Approved,2600000.0,1940.0,48.0,7.5,1.37,0,hit
1144,Michael Cimino,102.0,325.0,517.0,678.0,Sam Waterston,12000.0,1500000.0,Adventure,Jeff Bridges,9830,14255,Isabelle Huppert,0.0,1890s|hired gun|immigrant|johnson county war|sheriff,189.0,English,USA,R,44000000.0,1980.0,849.0,6.8,2.35,1000,hit
1145,Len Wiseman,206.0,102.0,235.0,520.0,Tony Curran,956.0,62318875.0,Fantasy,Sophia Myles,156225,2998,Derek Jacobi,1.0,death|feud|forbidden love|vampire|werewolf,502.0,English,USA,R,50000000.0,2006.0,845.0,6.8,2.35,0,hit
1146,Paul McGuigan,159.0,110.0,118.0,287.0,Spencer Wilding,11000.0,5773519.0,Drama,Daniel Radcliffe,28618,12876,Daniel Mays,2.0,assistant|experiment|frankenstein|medical student|scientist,91.0,English,USA,PG-13,40000000.0,2015.0,1000.0,6.0,2.35,11000,average
1147,Gus Van Sant,137.0,136.0,835.0,225.0,Rob Brown,670.0,51768623.0,Drama,F. Murray Abraham,73006,1801,Michael Nouri,1.0,basketball|mentor|new york|school|writing,297.0,English,USA,PG-13,43000000.0,2000.0,370.0,7.3,2.35,0,hit
1148,Betty Thomas,116.0,103.0,84.0,664.0,Viggo Mortensen,12000.0,37035515.0,Comedy,Steve Buscemi,34597,23864,Elizabeth Perkins,1.0,12 step program|box office hit|car accident|vomiting|wedding,194.0,English,USA,PG-13,43000000.0,2000.0,10000.0,6.0,1.37,0,average
1149,Louis Leterrier,177.0,103.0,255.0,5000.0,Jet Li,11000.0,24520892.0,Drama,Morgan Freeman,85198,22383,Bob Hoskins,1.0,collar|dog|fight|fighting|piano,303.0,English,France,R,45000000.0,2005.0,5000.0,7.0,2.35,0,hit
1150,Roger Kumble,99.0,90.0,16.0,16.0,Lillian Adams,44.0,24430272.0,Romance,Judith Chapman,46158,132,Chelsea Bond,3.0,female removes her clothes|roommate|voyeur|voyeurism|wedding,403.0,English,USA,R,43000000.0,2002.0,28.0,5.1,1.85,0,average
1151,Sydney Pollack,56.0,154.0,521.0,957.0,Holly Hunter,10000.0,158348400.0,Drama,Tom Cruise,88844,14244,Wilford Brimley,0.0,bar|fbi|law|law firm|lawyer,142.0,English,USA,R,42000000.0,1993.0,1000.0,6.8,1.85,0,hit
1152,Burr Steers,117.0,99.0,23.0,135.0,Charlie Tahan,405.0,31136950.0,Romance,Augustus Prew,47364,1066,Valerie Tian,1.0,brother brother relationship|death of brother|ghost|seeing dead people|talking with the dead,75.0,English,USA,PG-13,44000000.0,2010.0,268.0,6.5,2.35,0,average
1153,Simon West,252.0,93.0,165.0,350.0,Tony Goldwyn,26000.0,29113588.0,Action,Jason Statham,117999,27834,Mini Anden,0.0,apprentice|disobeying orders|gas station|hitman|nightclub,181.0,English,USA,R,40000000.0,2011.0,956.0,6.6,2.35,16000,hit
1154,Phil Lord,375.0,109.0,97.0,839.0,Dax Flame,17000.0,138447667.0,Comedy,Channing Tatum,408302,19968,Rob Riggle,2.0,narcotics|parody|police|remake|undercover cop,345.0,English,USA,R,42000000.0,2012.0,971.0,7.2,2.35,39000,hit
1155,Roger Michell,150.0,124.0,50.0,427.0,Clarke Peters,8000.0,116006080.0,Romance,Julia Roberts,203269,9255,Dylan Moran,1.0,actress|bookstore|friend|kiss|love,602.0,English,UK,PG-13,42000000.0,1999.0,437.0,7.0,2.35,11000,hit
1156,Peter Lord,187.0,84.0,91.0,206.0,Miranda Richardson,579.0,106793915.0,Animation,Imelda Staunton,140499,1817,Julia Sawalha,0.0,chicken|escape|farm|freedom|rooster,358.0,English,UK,G,45000000.0,2000.0,530.0,7.0,1.85,0,hit
1157,John Hamburg,108.0,90.0,29.0,650.0,Masi Oka,22000.0,87856565.0,Romance,Philip Seymour Hoffman,106909,24534,Debra Messing,1.0,bride|friend|honeymoon|insurance|insurance company,268.0,English,USA,PG-13,42000000.0,2004.0,923.0,5.9,1.85,0,average
1158,Reginald Hudlin,21.0,117.0,71.0,547.0,Eartha Kitt,723.0,70100000.0,Romance,John Witherspoon,20183,3841,Geoffrey Holder,1.0,advertising|battle of the sexes|dating|one word title|womanizer,41.0,English,USA,R,40000000.0,1992.0,558.0,5.4,1.85,0,average
1159,Paul Feig,270.0,123.0,176.0,749.0,William Xifaras,975.0,159578352.0,Comedy,Michael Rapaport,133177,4825,Demián Bichir,7.0,drug lord|fbi|fbi agent|hospital|shot in the crotch,380.0,English,USA,R,43000000.0,2013.0,815.0,6.6,2.35,24000,hit
1160,Joseph L. Mankiewicz,72.0,251.0,311.0,595.0,Richard Burton,940.0,57750000.0,Romance,Martin Landau,21554,2957,Roddy McDowall,2.0,cleopatra|egypt|epic|queen|roman empire,192.0,English,UK,Approved,31115000.0,1963.0,726.0,7.0,2.2,0,hit
1161,Frank Coraci,154.0,105.0,153.0,491.0,Reggie Lee,4000.0,45290318.0,Sport,Salma Hayek,74169,6727,Charice,2.0,claim in title|high school|mixed martial arts|ultimate fighting championship|underdog,112.0,English,USA,PG,42000000.0,2012.0,828.0,6.5,1.85,17000,average
1162,Carl Franklin,114.0,115.0,73.0,505.0,Adam Scott,11000.0,41543207.0,Drama,Morgan Freeman,30077,15571,Bruce Davison,1.0,defense lawyer|lawyer|marine|murder|villager,175.0,English,USA,PG-13,42000000.0,2002.0,3000.0,6.3,2.35,893,average
1163,Barbra Streisand,27.0,122.0,0.0,292.0,Austin Pendleton,12000.0,41252428.0,Romance,Jeff Bridges,11453,13716,Mimi Rogers,0.0,columbia university|lecture|marriage|professor|sex,71.0,English,USA,PG-13,42000000.0,1996.0,592.0,6.5,1.85,0,average
1164,Mark Pellington,166.0,119.0,89.0,395.0,Will Patton,650.0,35228696.0,Drama,Debra Messing,63677,1651,David Eigenberg,0.0,car accident|death of wife|mothman|point pleasant west virginia|urban legend,460.0,English,USA,PG-13,32000000.0,2002.0,537.0,6.5,2.35,0,average
1165,Larry Charles,288.0,81.0,119.0,412.0,Elton John,468.0,59992760.0,Comedy,Bono,119622,2134,Slash,1.0,austrian|fame|fashion|gay lead character|mockumentary,396.0,English,USA,R,42000000.0,2009.0,442.0,5.8,1.85,0,average
1166,John Glen,117.0,133.0,46.0,275.0,Talisa Soto,683.0,34667015.0,Adventure,Robert Davi,74009,2371,Anthony Zerbe,0.0,drug cartel|drug lord|james bond 007|personal vendetta|vengeance,317.0,English,UK,PG-13,32000000.0,1989.0,349.0,6.6,2.35,0,hit
1167,Catherine Hardwicke,291.0,100.0,308.0,913.0,Billy Burke,10000.0,37652565.0,Fantasy,Gary Oldman,91151,15369,Virginia Madsen,2.0,death|forest|love|werewolf|werewolf bite,283.0,English,USA,PG-13,42000000.0,2011.0,2000.0,5.4,2.35,20000,average
1168,John Herzfeld,151.0,120.0,17.0,808.0,Charlize Theron,22000.0,24375436.0,Drama,Robert De Niro,42547,33585,Kelsey Grammer,1.0,criminal|detective|fire|homicide|media,265.0,English,USA,R,42000000.0,2001.0,9000.0,6.1,2.35,748,average
1169,Annabel Jankel,36.0,104.0,5.0,687.0,Fisher Stevens,5000.0,20915465.0,Family,Bob Hoskins,38203,7723,Fiona Shaw,0.0,based on video game|dinosaur|king|mario|plumber,290.0,English,UK,PG,42000000.0,1993.0,922.0,4.0,1.85,0,average
1170,Andrew Niccol,168.0,122.0,487.0,16.0,Jeremy Crutchley,12000.0,24127895.0,Drama,Nicolas Cage,248123,12076,Jared Burke,2.0,1980s|arms dealer|immorality|ukrainian|warlord,437.0,English,USA,R,50000000.0,2005.0,43.0,7.6,2.35,10000,hit
1171,Yimou Zhang,283.0,80.0,611.0,576.0,Tony Chiu Wai Leung,5000.0,84961.0,Adventure,Jet Li,149414,6229,Maggie Cheung,4.0,china|flying|king|palace|sword,841.0,Mandarin,China,PG-13,31000000.0,2002.0,643.0,7.9,2.35,0,hit
1172,Julie Anne Robinson,127.0,91.0,30.0,497.0,Debbie Reynolds,922.0,26404753.0,Romance,Fisher Stevens,34203,3301,Patrick Fischler,1.0,bail bond|bounty hunter|jeans|shot in the butt|title directed by female,169.0,English,USA,PG-13,40000000.0,2012.0,786.0,5.3,2.35,19000,average
1173,Evan Goldberg,293.0,112.0,133.0,365.0,Randall Park,11000.0,6105175.0,Comedy,James Franco,247020,12239,Anders Holm,4.0,assassination attempt|communist dictatorship|dictator|exploding helicopter|finger bitten off,835.0,English,USA,R,44000000.0,2014.0,392.0,6.6,2.35,50000,hit
1174,Sngmoo Lee,95.0,100.0,19.0,433.0,Dong-gun Jang,624.0,5664251.0,Fantasy,Tony Cox,22309,2056,Jed Brophy,1.0,bullet time|explosion|knife throwing|throwing a knife|violence,102.0,English,New Zealand,R,45000000.0,2010.0,489.0,6.3,2.35,0,average
1176,Jean-Pierre Jeunet,213.0,105.0,0.0,52.0,Dany Boon,1000.0,1260917.0,Comedy,Omar Sy,24657,1342,André Dussollier,4.0,bullet|contortionist|gag humor|human cannonball|revenge,71.0,French,France,R,27000000.0,2009.0,172.0,7.2,2.35,0,hit
1177,Curtis Hanson,119.0,110.0,161.0,196.0,Omar Benson Miller,1000.0,116724075.0,Music,Mekhi Phifer,187181,1954,Evan Jones,0.0,competition|contest|friend|self expression|white rapper,564.0,English,USA,R,41000000.0,2002.0,418.0,7.0,2.35,0,hit
1179,Brian Helgeland,167.0,144.0,241.0,996.0,Rufus Sewell,13000.0,56083966.0,Romance,Heath Ledger,137003,18761,Bérénice Bejo,1.0,chaucer|jousting|knight|medieval times|tournament,658.0,English,USA,PG-13,65000000.0,2001.0,3000.0,6.9,2.35,0,hit
1180,Gordon Chan,98.0,108.0,4.0,96.0,Lee Evans,687.0,22108977.0,Comedy,Julian Sands,29861,1134,Anthony Chau-Sang Wong,1.0,hong kong|interpol|medallion|ship|tough cop,132.0,English,Hong Kong,PG-13,41000000.0,2003.0,312.0,5.2,2.35,505,average
1181,M. Night Shyamalan,234.0,107.0,0.0,766.0,Haley Joel Osment,13000.0,293501675.0,Drama,Bruce Willis,704766,17540,Olivia Williams,0.0,able to see the dead|ghost|plot twist|psychic|surprise ending,2073.0,English,USA,PG-13,40000000.0,1999.0,3000.0,8.1,1.85,14000,hit
1182,Asger Leth,258.0,102.0,20.0,54.0,Mandy Gonzalez,107.0,18600911.0,Action,Robert Clohessy,125198,362,J. Smith-Cameron,6.0,detective|diamond|hotel|police|rooftop,153.0,English,USA,PG-13,42000000.0,2012.0,81.0,6.6,2.35,11000,hit
1183,David Frankel,108.0,100.0,64.0,296.0,Kevin Pollak,734.0,7204138.0,Comedy,Joel McHale,34809,2085,JoBeth Williams,0.0,alaska|birding|competition|migration|storm,125.0,English,USA,PG,41000000.0,2011.0,574.0,6.2,2.35,11000,average
1184,John G. Avildsen,81.0,126.0,80.0,225.0,William Zabka,668.0,90800000.0,Family,Martin Kove,126907,2004,William Bassett,0.0,apartment|bully|fight|karate|master,235.0,English,USA,PG,8000000.0,1984.0,641.0,7.2,1.85,0,hit
1185,David O. Russell,538.0,138.0,737.0,14000.0,Christian Bale,34000.0,150117807.0,Drama,Jennifer Lawrence,358416,83012,Bradley Cooper,5.0,based on true story|con artist|drunk wife|fbi investigation|scam,751.0,English,USA,R,40000000.0,2013.0,23000.0,7.3,2.35,63000,hit
1186,Anne Fletcher,224.0,108.0,98.0,723.0,Denis O'Hare,16000.0,163947053.0,Romance,Ryan Reynolds,227824,18656,Craig T. Nelson,1.0,alaska|deportation|father son relationship|male objectification|sitka alaska,273.0,English,USA,PG-13,40000000.0,2009.0,896.0,6.7,2.35,10000,hit
1187,Bruce Beresford,129.0,105.0,78.0,298.0,Annabeth Gish,984.0,116735231.0,Mystery,Bruce Greenwood,56646,2129,Bruce Campbell,0.0,blood|murder|sex scene|wrongful arrest|wrongful conviction,336.0,English,USA,R,70000000.0,1999.0,489.0,6.4,2.35,0,average
1188,Robert Zemeckis,125.0,108.0,0.0,690.0,Jeffrey Weissman,1000.0,118500000.0,Comedy,Lea Thompson,340085,3660,Thomas F. Wilson,0.0,alternate timeline|same actor playing two characters simultaneously on screen|second part|year 2015|younger version of character,327.0,English,USA,PG,40000000.0,1989.0,869.0,7.8,1.85,12000,hit
1189,Luc Besson,433.0,89.0,0.0,903.0,Morgan Freeman,19000.0,126546825.0,Sci-Fi,Scarlett Johansson,327367,32325,Amr Waked,0.0,brain capacity|drugs|fictional drug|one woman army|tough girl,918.0,English,France,R,40000000.0,2014.0,11000.0,6.4,2.35,83000,average
1190,Sam Taylor-Johnson,362.0,129.0,456.0,716.0,Luke Grimes,1000.0,166147885.0,Romance,Jennifer Ehle,220020,4585,Callum Rennie,0.0,female frontal nudity|female nudity|perversion|sex scene|spanking,1360.0,English,USA,R,40000000.0,2015.0,935.0,4.1,2.35,101000,average
1191,Robert Rodriguez,93.0,84.0,0.0,2000.0,Salma Hayek,13000.0,111760631.0,Family,Sylvester Stallone,40227,22935,Alexa PenaVega,3.0,mission|spy|surfing|trapped|virtual reality,188.0,English,USA,PG,38000000.0,2003.0,4000.0,4.1,1.85,681,average
1192,Joel Schumacher,71.0,149.0,541.0,1000.0,Matthew McConaughey,18000.0,108706165.0,Drama,Kevin Spacey,99558,31349,Oliver Platt,3.0,african american|court|law|mississippi|trial,236.0,English,USA,R,40000000.0,1996.0,11000.0,7.4,2.35,0,hit
1193,Shawn Levy,104.0,94.0,189.0,597.0,Alyson Stoner,3000.0,138614544.0,Family,Tom Welling,75152,7014,Bonnie Hunt,15.0,9 year old|house|illinois|new job|vomiting,288.0,English,USA,PG,40000000.0,2003.0,2000.0,5.8,1.85,0,average
1194,Peter Berg,319.0,121.0,532.0,127.0,Scott Elrod,480.0,125069696.0,Biography,Jerry Ferrara,203963,1261,Dan Bilzerian,0.0,courage|navy seal|outnumbered|shot multiple times|survival,420.0,English,USA,R,40000000.0,2013.0,449.0,7.6,2.35,58000,hit
1195,Penny Marshall,41.0,128.0,545.0,251.0,Lori Petty,15000.0,107458785.0,Sport,Tom Hanks,71754,16751,Rosie O'Donnell,3.0,baseball|friend|oregon|rivalry|softball,166.0,English,USA,PG,40000000.0,1992.0,923.0,7.2,2.35,0,hit
1196,James Wan,300.0,134.0,0.0,336.0,Frances O'Connor,1000.0,102310175.0,Mystery,Javier Botet,64989,2676,Robin Atkin Downes,0.0,based on supposedly true story|house|paranormal investigating|psychic|second part,279.0,English,USA,R,40000000.0,2016.0,575.0,7.8,2.35,40000,hit
1197,David Fincher,556.0,120.0,21000.0,81.0,Dustin Fitzsimons,10000.0,96917897.0,Biography,Andrew Garfield,479453,10555,Marcella Lentz-Pope,0.0,competitiveness|creator|entrepreneur|facebook|intellectual property,696.0,English,USA,PG-13,40000000.0,2010.0,349.0,7.7,2.35,74000,hit
